dog_id,breed_primary,breed_secondary,breed_mixed
45922564,Pit Bull Terrier,,TRUE
45919405,Catahoula Leopard Dog,,FALSE
45917309,Pit Bull Terrier,,TRUE
45917305,Pit Bull Terrier,,TRUE
45917298,Catahoula Leopard Dog,Mixed Breed,TRUE
45911260,Chihuahua,,TRUE
45911262,Chihuahua,,TRUE
45910994,Pit Bull Terrier,,TRUE
45910880,Doberman Pinscher,,FALSE
45910871,Doberman Pinscher,,FALSE
45910854,Doberman Pinscher,,FALSE
45909761,Chihuahua,,TRUE
45909739,Chihuahua,,TRUE
45909727,Chihuahua,Dachshund,TRUE
45909676,Terrier,,TRUE
45909613,Terrier,Yorkshire Terrier,TRUE
45909537,Chihuahua,,TRUE
45909432,Chihuahua,Basenji,TRUE
45909359,Chihuahua,,TRUE
45909239,Maltese,Poodle,TRUE
45909021,Chihuahua,Dachshund,TRUE
45909014,Chihuahua,,TRUE
45909000,Chihuahua,,TRUE
45908992,Chihuahua,,FALSE
45908932,Jack Russell Terrier,,TRUE
45908759,Chihuahua,,TRUE
45908725,Yorkshire Terrier,Terrier,TRUE
45908485,Pomeranian,,TRUE
45903125,Shepherd,,FALSE
45901985,Collie,Shepherd,TRUE
45901986,Collie,Shepherd,TRUE
45901989,Collie,Shepherd,TRUE
45901991,Collie,Shepherd,TRUE
45901992,Collie,Shepherd,TRUE
45901994,Collie,Shepherd,TRUE
45901995,Collie,Shepherd,TRUE
45901996,Collie,Shepherd,TRUE
45901993,Collie,Shepherd,TRUE
45901987,Collie,Shepherd,TRUE
45901468,Chihuahua,,FALSE
45899886,Pit Bull Terrier,,TRUE
45899881,Pit Bull Terrier,,TRUE
45894467,Shepherd,Shar-Pei,TRUE
45894420,Shar-Pei,Shepherd,TRUE
45894011,Pit Bull Terrier,,FALSE
45893703,Rat Terrier,,FALSE
45892818,Pit Bull Terrier,,TRUE
45892807,Australian Shepherd,Border Collie,TRUE
45892791,Jack Russell Terrier,,TRUE
45892773,Irish Terrier,,FALSE
45892741,Yorkshire Terrier,,FALSE
45892721,Cairn Terrier,,FALSE
45892436,Australian Cattle Dog / Blue Heeler,Pit Bull Terrier,TRUE
45892461,Pit Bull Terrier,,TRUE
45892251,American Staffordshire Terrier,Australian Shepherd,TRUE
45892260,Pit Bull Terrier,Weimaraner,TRUE
45888002,Shih Tzu,Pug,TRUE
45887879,Shih Tzu,Pug,TRUE
45887106,Pit Bull Terrier,,TRUE
45881556,Pit Bull Terrier,,TRUE
45877791,Pit Bull Terrier,,TRUE
45871975,Pit Bull Terrier,Mixed Breed,TRUE
45869315,German Shepherd Dog,,TRUE
45869301,Pomeranian,,FALSE
45866890,Terrier,,TRUE
45866703,American Staffordshire Terrier,,TRUE
45862018,Pit Bull Terrier,,TRUE
45862011,Pit Bull Terrier,,TRUE
45855897,Pomeranian,,TRUE
45855747,Lhasa Apso,Poodle,TRUE
45852639,Chihuahua,,FALSE
45848450,Pit Bull Terrier,,TRUE
45844125,American Bulldog,,TRUE
45841113,Mastiff,Mixed Breed,TRUE
45841108,American Bulldog,Saint Bernard,TRUE
45841101,American Bulldog,Mixed Breed,TRUE
45841088,Labrador Retriever,Mixed Breed,TRUE
45841086,Pit Bull Terrier,,TRUE
45837065,Pit Bull Terrier,English Bulldog,TRUE
45837033,German Shepherd Dog,,FALSE
45834738,Pit Bull Terrier,,TRUE
45834577,Beagle,,TRUE
45833041,German Shepherd Dog,,FALSE
45831833,Chihuahua,,TRUE
45831517,Pit Bull Terrier,,TRUE
45828975,Cattle Dog,,TRUE
45828232,Chihuahua,,TRUE
45828120,Australian Shepherd,,FALSE
45821788,Boxer,Pit Bull Terrier,TRUE
45821826,Mixed Breed,,FALSE
45821772,Shar-Pei,Mixed Breed,TRUE
45807576,Mastiff,Catahoula Leopard Dog,TRUE
45807578,Husky,German Shepherd Dog,TRUE
45807581,Cattle Dog,Labrador Retriever,TRUE
45807582,Chihuahua,,FALSE
45807583,Chihuahua,,TRUE
45807584,Australian Shepherd,Australian Cattle Dog / Blue Heeler,TRUE
45807585,Chihuahua,,FALSE
45807587,Labrador Retriever,,TRUE
45807586,Boxer,Staffordshire Bull Terrier,TRUE
45807573,Brittany Spaniel,Shetland Sheepdog / Sheltie,TRUE
45797757,Pit Bull Terrier,Mixed Breed,TRUE
45797240,Pit Bull Terrier,,TRUE
45797231,Pit Bull Terrier,,TRUE
45791070,Retriever,,FALSE
45790688,Shepherd,,TRUE
45790601,Saint Bernard,Shepherd,TRUE
45790237,Labrador Retriever,,TRUE
45778237,English Bulldog,,FALSE
45772624,Akita,Mixed Breed,TRUE
45770150,Pit Bull Terrier,Mixed Breed,TRUE
45767602,Coonhound,,FALSE
45767058,Chihuahua,Mixed Breed,TRUE
45767029,Cocker Spaniel,,FALSE
45767023,Chihuahua,Mixed Breed,TRUE
45766722,Saint Bernard,,TRUE
45766515,Labrador Retriever,Shepherd,TRUE
45766651,Pit Bull Terrier,Mixed Breed,TRUE
45760101,Terrier,Jack Russell Terrier,TRUE
45759936,Pit Bull Terrier,,TRUE
45755163,Terrier,,TRUE
45755148,Rat Terrier,Chihuahua,TRUE
45755134,Great Dane,,TRUE
45754572,Australian Shepherd,,TRUE
45751169,Terrier,,TRUE
45748689,Pit Bull Terrier,Mixed Breed,TRUE
45748573,Labrador Retriever,,TRUE
45748545,Labrador Retriever,,TRUE
45748504,Labrador Retriever,Corgi,TRUE
45745473,Border Collie,,TRUE
45745442,Chihuahua,,TRUE
45745137,German Shepherd Dog,,FALSE
45745132,Chihuahua,,FALSE
45745122,Cairn Terrier,,FALSE
45745098,Siberian Husky,,FALSE
45745093,German Shepherd Dog,,FALSE
45745087,Jack Russell Terrier,Chihuahua,TRUE
45745084,Miniature Pinscher,Chihuahua,TRUE
45745080,Miniature Pinscher,Chihuahua,TRUE
45745065,Pit Bull Terrier,,FALSE
45744166,Chihuahua,,TRUE
45733265,German Shepherd Dog,Mixed Breed,TRUE
45733259,Pit Bull Terrier,,TRUE
45728306,Chihuahua,,FALSE
45727282,Italian Greyhound,Chihuahua,TRUE
45715803,Pit Bull Terrier,Boxer,TRUE
45710620,Terrier,Beagle,TRUE
45709771,Pit Bull Terrier,,TRUE
45705794,Pit Bull Terrier,Labrador Retriever,TRUE
45705778,German Shepherd Dog,Husky,TRUE
45700294,Pointer,,TRUE
45700110,Mixed Breed,,TRUE
45692092,Shar-Pei,,FALSE
45692052,Shepherd,,FALSE
45691956,Chihuahua,,TRUE
45691692,Dachshund,Chihuahua,TRUE
45674734,Pointer,Pit Bull Terrier,TRUE
45667997,Mixed Breed,,FALSE
45666953,Poodle,Terrier,TRUE
45666935,Yorkshire Terrier,Schnauzer,TRUE
45650124,Pit Bull Terrier,,TRUE
45648835,Pit Bull Terrier,,TRUE
45633217,Chihuahua,,FALSE
45633206,Husky,Shepherd,TRUE
45621645,American Staffordshire Terrier,,FALSE
45621638,American Staffordshire Terrier,,FALSE
45621634,American Staffordshire Terrier,,FALSE
45613458,Pit Bull Terrier,,TRUE
45612989,Pit Bull Terrier,American Bulldog,TRUE
45612968,Pit Bull Terrier,,FALSE
45612886,Pit Bull Terrier,,FALSE
45604798,Beagle,,TRUE
45600601,German Shepherd Dog,,TRUE
45593879,Labrador Retriever,,FALSE
45590258,Beagle,,FALSE
45588556,Pit Bull Terrier,,TRUE
45587734,Boxer,,TRUE
45586771,Pit Bull Terrier,,TRUE
45583244,Mixed Breed,,TRUE
45578885,American Bulldog,Boxer,TRUE
45573151,Chihuahua,,FALSE
45572525,Labrador Retriever,,TRUE
45565250,Boxer,,TRUE
45565182,English Bulldog,,TRUE
45564932,Husky,,FALSE
45558264,Cairn Terrier,Shih Tzu,TRUE
45551876,German Shepherd Dog,Labrador Retriever,TRUE
45523763,Chihuahua,,TRUE
45523751,Pug,,TRUE
45513605,Chihuahua,Terrier,TRUE
45513431,Terrier,Chihuahua,TRUE
45510523,Chihuahua,,FALSE
45501366,Retriever,,TRUE
45501300,Staffordshire Bull Terrier,,TRUE
45501044,Terrier,Dachshund,TRUE
45501001,Rat Terrier,Italian Greyhound,TRUE
45491125,Dachshund,,TRUE
45490978,Chihuahua,,TRUE
45467177,Chihuahua,,FALSE
45466439,Chihuahua,,FALSE
45463621,Treeing Walker Coonhound,,FALSE
45463513,Dachshund,,TRUE
45463397,Xoloitzcuintli / Mexican Hairless,,FALSE
45452748,Chihuahua,Dachshund,TRUE
45424358,Miniature Pinscher,,FALSE
45439257,Pit Bull Terrier,,TRUE
45439150,Pit Bull Terrier,Mixed Breed,TRUE
45439151,Pit Bull Terrier,,TRUE
45439218,Pit Bull Terrier,Mixed Breed,TRUE
45439103,Pit Bull Terrier,,TRUE
45439090,Pit Bull Terrier,Mixed Breed,TRUE
45439110,Pit Bull Terrier,,TRUE
45421273,Saint Bernard,,FALSE
45414725,Chihuahua,,TRUE
45414266,Labrador Retriever,,TRUE
45406676,Chihuahua,,TRUE
45406605,Beagle,Terrier,TRUE
45397802,Australian Shepherd,Cattle Dog,TRUE
45388959,Rottweiler,,TRUE
45388946,Rottweiler,,TRUE
45388932,Hound,,TRUE
45384405,Dachshund,,TRUE
45371852,English Springer Spaniel,Australian Shepherd,TRUE
45362628,Cattle Dog,,TRUE
45352291,Beagle,,FALSE
45351740,Chihuahua,,TRUE
45350829,Japanese Chin,Pekingese,TRUE
45343048,Beagle,,FALSE
45341174,Whippet,,TRUE
45340265,Miniature Pinscher,,TRUE
45340256,Beagle,,TRUE
45336684,Pit Bull Terrier,,TRUE
45336528,Chihuahua,Italian Greyhound,TRUE
45327133,Chihuahua,,FALSE
45322690,Labrador Retriever,,FALSE
45311039,Saint Bernard,,TRUE
45309135,Pit Bull Terrier,Mixed Breed,TRUE
45297354,Shepherd,Rhodesian Ridgeback,TRUE
45296354,American Bulldog,Beagle,TRUE
45289127,Beagle,,FALSE
45287483,Chihuahua,,TRUE
45278243,Dogo Argentino,,FALSE
45277653,German Shepherd Dog,,TRUE
45272327,Yorkshire Terrier,,TRUE
45272220,Beagle,,FALSE
45263455,Terrier,,FALSE
45261668,Pit Bull Terrier,,TRUE
45261567,Pit Bull Terrier,,TRUE
45239758,German Shepherd Dog,,TRUE
45230264,Doberman Pinscher,,FALSE
45228475,Terrier,Pug,TRUE
45228373,Pit Bull Terrier,,FALSE
45221744,Mixed Breed,,FALSE
45210808,Catahoula Leopard Dog,,FALSE
45201878,Hound,,TRUE
45183942,Pit Bull Terrier,,TRUE
45183920,Foxhound,Boxer,TRUE
45176293,English Springer Spaniel,Australian Shepherd,TRUE
45175750,Boxer,,FALSE
45170501,Chihuahua,,TRUE
45169148,Mixed Breed,,FALSE
45153915,Pit Bull Terrier,,TRUE
45147970,Chihuahua,,FALSE
45143789,Staffordshire Bull Terrier,,TRUE
45143722,Labrador Retriever,,TRUE
45124189,Pit Bull Terrier,Labrador Retriever,TRUE
45119219,Pit Bull Terrier,,TRUE
45106152,Chihuahua,,TRUE
45087942,Border Collie,Beagle,TRUE
45087306,Rottweiler,Shepherd,TRUE
45087241,Chihuahua,,TRUE
45086913,Chihuahua,Mixed Breed,TRUE
45077588,Mastiff,Labrador Retriever,TRUE
45065593,Labrador Retriever,Shepherd,TRUE
45008008,Boxer,Mixed Breed,TRUE
44962783,German Shepherd Dog,,FALSE
44962776,German Shepherd Dog,,FALSE
44962456,Chihuahua,,FALSE
44952844,Shepherd,,FALSE
44927832,Labrador Retriever,Shepherd,TRUE
44909817,Chihuahua,,TRUE
44899468,Pit Bull Terrier,,TRUE
44880786,Labrador Retriever,,TRUE
44880553,Labrador Retriever,,TRUE
44868296,Chihuahua,,FALSE
44863119,Pit Bull Terrier,Mixed Breed,TRUE
44854314,Chihuahua,,TRUE
44852701,Chihuahua,,FALSE
44846707,Chihuahua,,FALSE
44846639,Labrador Retriever,Pit Bull Terrier,TRUE
44844744,Chow Chow,,TRUE
44844576,American Bulldog,,FALSE
44844513,American Bulldog,,TRUE
44844209,Hound,,TRUE
44844169,Shepherd,,FALSE
44844151,Labrador Retriever,,TRUE
44844060,Hound,,TRUE
44844042,Labrador Retriever,,TRUE
44837688,Pit Bull Terrier,,FALSE
44837041,Boxer,Mastiff,TRUE
44810061,Doberman Pinscher,,FALSE
44809157,French Bulldog,,FALSE
44809155,Dachshund,,FALSE
44809150,Chihuahua,,FALSE
44803694,Dachshund,,FALSE
44801851,Boxer,,TRUE
44771531,Shar-Pei,Mixed Breed,TRUE
44755411,Chihuahua,,TRUE
44739138,Chihuahua,,FALSE
44731850,Maltese,Poodle,TRUE
44714242,Pit Bull Terrier,,TRUE
44713840,English Springer Spaniel,,FALSE
44712916,Hound,,TRUE
44712896,Labrador Retriever,Collie,TRUE
44712583,Pit Bull Terrier,,FALSE
44702167,Beagle,,TRUE
44702151,Standard Poodle,,FALSE
44695366,Chihuahua,Terrier,TRUE
44685605,Shepherd,,TRUE
44618549,Yorkshire Terrier,,TRUE
44609112,Chihuahua,,TRUE
44577953,Terrier,Wirehaired Dachshund,TRUE
44573885,Labrador Retriever,Black Labrador Retriever,TRUE
44573876,Black Labrador Retriever,Labrador Retriever,TRUE
44562239,American Bulldog,Boxer,TRUE
44531795,Pit Bull Terrier,,TRUE
44531662,Cattle Dog,,TRUE
44531185,German Shepherd Dog,Border Collie,TRUE
44514846,Chihuahua,,TRUE
44514715,Chihuahua,Dachshund,TRUE
44495870,Chihuahua,,TRUE
44493997,Chihuahua,,TRUE
44487776,Chihuahua,,FALSE
44487767,Labrador Retriever,Shepherd,TRUE
44487671,Labrador Retriever,,TRUE
44487210,Shepherd,Pit Bull Terrier,TRUE
44486942,Pit Bull Terrier,,FALSE
44478362,German Shepherd Dog,,TRUE
44478096,Labrador Retriever,,TRUE
44477567,American Bulldog,Mixed Breed,TRUE
44477699,Chihuahua,,FALSE
44470772,German Shepherd Dog,,FALSE
44470769,Dachshund,,FALSE
44470760,Dachshund,,FALSE
44458918,Pug,,TRUE
44452331,Labrador Retriever,Border Collie,TRUE
44442765,Collie,Labrador Retriever,TRUE
44403181,Shepherd,German Shepherd Dog,TRUE
44369330,Chihuahua,,FALSE
44340754,Beagle,,FALSE
44325782,Shar-Pei,,FALSE
44289051,Chihuahua,,TRUE
44255203,Akita,,FALSE
44232057,Chihuahua,,FALSE
44200288,Labrador Retriever,,TRUE
44186033,Labrador Retriever,,TRUE
44180767,Mastiff,,FALSE
44161617,Pit Bull Terrier,,FALSE
44148405,Dachshund,,FALSE
44148385,Italian Greyhound,,FALSE
44148335,Chihuahua,,FALSE
44148321,Chihuahua,,FALSE
44148298,Italian Greyhound,,FALSE
44140702,Border Collie,,TRUE
44119010,Beagle,Dachshund,TRUE
44118994,Mastiff,Labrador Retriever,TRUE
44118969,Chihuahua,,FALSE
44118962,Chihuahua,,FALSE
44118935,Xoloitzcuintli / Mexican Hairless,,FALSE
44114794,Belgian Shepherd / Malinois,,FALSE
44114733,Labrador Retriever,Hound,TRUE
44111114,Terrier,,TRUE
44106910,Pit Bull Terrier,,TRUE
44087563,Chihuahua,,FALSE
44070750,Yorkshire Terrier,Wirehaired Terrier,TRUE
44070635,Shih Tzu,,TRUE
44070486,Labrador Retriever,,TRUE
44065965,Dachshund,,TRUE
44065273,American Staffordshire Terrier,Boston Terrier,TRUE
44022637,Chihuahua,,FALSE
43986905,Hound,Labrador Retriever,TRUE
43986869,Hound,Labrador Retriever,TRUE
43965291,Labrador Retriever,Shepherd,TRUE
43965236,Staffordshire Bull Terrier,,TRUE
43917155,Labrador Retriever,Mastiff,TRUE
43901251,Labrador Retriever,,FALSE
43875746,Chihuahua,Terrier,TRUE
43865125,Pit Bull Terrier,American Staffordshire Terrier,TRUE
43821123,Chow Chow,,FALSE
43821091,Chow Chow,,FALSE
43772951,Labrador Retriever,,FALSE
43766428,Pit Bull Terrier,Mixed Breed,TRUE
43694707,Chihuahua,,TRUE
43694705,Terrier,,TRUE
43694702,Chihuahua,,TRUE
43682686,Pit Bull Terrier,,TRUE
43663794,Cattle Dog,,TRUE
43663762,American Bulldog,Pit Bull Terrier,TRUE
43663743,American Bulldog,Pit Bull Terrier,TRUE
43663728,American Bulldog,Pit Bull Terrier,TRUE
43663713,Pointer,Pit Bull Terrier,TRUE
43663692,Pointer,Pit Bull Terrier,TRUE
43663610,Pit Bull Terrier,,TRUE
43663589,Pit Bull Terrier,,TRUE
43663552,Pit Bull Terrier,,TRUE
43615306,Dogo Argentino,,FALSE
43545868,Labrador Retriever,Vizsla,TRUE
43529130,Chihuahua,,TRUE
43522315,Labrador Retriever,,TRUE
43513820,Labrador Retriever,,TRUE
43398482,Labrador Retriever,Pit Bull Terrier,TRUE
43391057,Pit Bull Terrier,,TRUE
43385226,Labrador Retriever,,TRUE
43384345,Labrador Retriever,German Shepherd Dog,TRUE
43368770,Pit Bull Terrier,,FALSE
43368363,Pit Bull Terrier,American Staffordshire Terrier,TRUE
43357850,Yorkshire Terrier,,TRUE
43318603,Boxer,Pit Bull Terrier,TRUE
43296279,Hound,,TRUE
43283220,Chihuahua,,TRUE
43270596,Pit Bull Terrier,,TRUE
43264663,Mastiff,Shepherd,TRUE
43188046,Pit Bull Terrier,,FALSE
43175667,Pit Bull Terrier,,TRUE
43113459,Pomeranian,,TRUE
43033099,Pit Bull Terrier,Labrador Retriever,TRUE
42914497,Belgian Shepherd / Malinois,Mixed Breed,TRUE
42914272,Pit Bull Terrier,Boxer,TRUE
42899655,Schnauzer,,TRUE
42775362,Chihuahua,,FALSE
42774946,Chihuahua,,FALSE
42758223,Maltese,Pekingese,TRUE
42674432,Chihuahua,,TRUE
42634250,Rottweiler,,FALSE
42625430,American Staffordshire Terrier,Pit Bull Terrier,TRUE
42589570,Terrier,Chihuahua,TRUE
42589559,American Staffordshire Terrier,,FALSE
42589524,Basenji,Shiba Inu,TRUE
42589496,Basset Hound,,FALSE
42589455,Pit Bull Terrier,,FALSE
42565420,Parson Russell Terrier,,TRUE
42359976,Pit Bull Terrier,,TRUE
42340762,Mixed Breed,Pit Bull Terrier,TRUE
42322513,Chihuahua,Terrier,TRUE
42289296,Jindo,,FALSE
42006865,Pit Bull Terrier,,TRUE
42000419,Pit Bull Terrier,,FALSE
41965530,Chihuahua,,FALSE
41902940,Labrador Retriever,,TRUE
41829762,German Shepherd Dog,,FALSE
41824151,American Bulldog,,TRUE
41648732,Pomeranian,Chihuahua,TRUE
41648708,Chihuahua,,FALSE
41623960,Dachshund,,TRUE
41531332,German Shepherd Dog,,FALSE
41330726,German Shepherd Dog,,FALSE
41227791,Mixed Breed,,TRUE
41215195,Pit Bull Terrier,Labrador Retriever,TRUE
41197723,Labrador Retriever,,TRUE
40883171,Miniature Pinscher,,TRUE
40784475,Husky,Shepherd,TRUE
40734432,Pit Bull Terrier,,FALSE
40688674,American Staffordshire Terrier,Boxer,TRUE
40688659,Shar-Pei,,TRUE
40688285,Mixed Breed,Shepherd,TRUE
40688005,Mixed Breed,Shepherd,TRUE
40687807,Rottweiler,,TRUE
40680817,Rottweiler,Hound,TRUE
40680663,Shar-Pei,,TRUE
40647344,Border Collie,Great Pyrenees,TRUE
40587956,Labrador Retriever,,TRUE
40119602,Shepherd,,TRUE
39817512,Australian Shepherd,,FALSE
39667455,American Staffordshire Terrier,,FALSE
39583342,Labrador Retriever,,TRUE
39391562,Dachshund,,FALSE
39191423,American Staffordshire Terrier,,TRUE
38957757,Chihuahua,,FALSE
38806687,Pit Bull Terrier,,TRUE
38663127,American Staffordshire Terrier,,TRUE
38659033,American Staffordshire Terrier,,TRUE
38370721,Chihuahua,,FALSE
38077212,Border Collie,,FALSE
37716186,Australian Cattle Dog / Blue Heeler,Hound,TRUE
37686939,American Staffordshire Terrier,Mixed Breed,TRUE
37399145,Staffordshire Bull Terrier,,FALSE
36765299,Siberian Husky,,FALSE
36765151,Siberian Husky,,FALSE
36763186,Siberian Husky,Shepherd,TRUE
36763047,Siberian Husky,Shepherd,TRUE
36761845,Siberian Husky,,FALSE
